code;Company name;Company registered name;Exhibition ID;Project name;Booth;Stand_no;Exhibition area;Exhibited products;T1;Exhibition start time;Exhibition end time;Service type;tag;T1;T2;T3;International station link;Clerk;Region;Province;City;District;Customer service;Matching pre registered buyers-tag;Matching pre registered VIP buyers-tag;Matching pre registered bill buyers-tag;Matching pre registered intended buyers-tag;Matching pre registered contacted buyers-tag;Matching pre registered buyers-T1;Matching pre registered intended buyers-T1
S16945204;Zhongshan City Kanggao Electrical Appliance Industry Co., Ltd.;?????????????;152683595067;2025????????????????;1;D1D213;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Baby Bottle Sterilizers|Manufacture Of Medical Laboratories And Medical Disinfection Equipment And Utensils|Uv Instrument|Disinfecting Cabinets;Baby Children & Maternity|Other|Electronics & Appliances;Maternity & Baby Products|Medical devices & Supplies|Beauty Appliances|Home Appliances;Baby Appliances|Medical Instruments And Equipment Manufacturing|Personal Care & Beauty Appliances|Major Kitchen Appliances;https://www.tradechina.com/supplier/Zhongshan-City-Kanggao-Electrical-Appliance-Industry-Co-Ltd_152619854058.html;???;????;???;???;???;??;27;3;11;0;0;1.637;5
S17027524;SOUNDBOX INC;?????????????;152683595067;2025????????????????;2;C3P210;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Custom Furniture Service|Office Sofas|Office Desks|Office Furniture|Office Chairs|Garden Furniture Set;Furniture & Decoration;Furniture|Commercial Equipment;Home Furniture|Commercial Furniture;https://www.tradechina.com/supplier/SOUNDBOX-INC_152622416525.html;wangmeng;????;???;???;???;???;176;33;42;0;0;1.440;3
S17034484;Zhejiang Haoda Science and Technology CO.,LTD;??????????;152683595067;2025????????????????;1;A3A216;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Stainless Steel Tableware|Vacuum Flasks & Thermoses|Food Warmer|Coffee &Tea Urns|Lunch Boxes|Thermal Cooker| Glass Water Bottles & Insulated Tumblers;Homelife;Home & Garden;Dinnerware, Coffee & Wine|Drinkware & Accessories|Kitchenware;https://www.tradechina.com/supplier/Zhejiang-Haoda-Science-and-Technology-CO-LTD_152622715333.html;??;????;???;???;???;??;79;13;15;0;0;1.630;2
S17076016;Shaoxing Elite Bio-Tech Co., Ltd.;?????????????;152683595067;2025????????????????;2;A3F202;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Disinfecting Wipes|Baby‘s Wet Wipes;Homelife|Baby Children & Maternity;Personal Care & Household Cleaning|Maternity & Baby Products;Hygiene Products|Baby Hygiene Products;https://www.tradechina.com/supplier/Shaoxing-Elite-Bio-Tech-Co-Ltd_152624255325.html;??;????;???;???;???;??;12;3;7;0;0;522;2
S17356816;HANGZHOU JISHENG NEW MATERIALS CO., LTD.;???????????;152683595067;2025????????????????;2;C2J109;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Polyester Fiber|Chemical Fiber|Nylon Fiber|Filament;Textiles & Garments;Fabric & Textile Raw Material;Fiber;https://www.tradechina.com/supplier/HANGZHOU-JISHENG-NEW-MATERIALS-CO-LTD_152658102759.html;???;????;???;???;???;???;10;4;9;0;0;891;2
S17411284;Maxim Smart Manufacturing Co. Ltd;????????????;152683595067;2025????????????????;2;A1D108;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Garment Labels|Garment Tags|Hangtags;Textiles & Garments|Homelife;Apparel & Accessories|Packaging Supplies;Garment & Processing Accessories|Packaging Auxiliary Materials;https://www.tradechina.com/supplier/Maxim-Smart-Manufacturing-Co-Ltd_152661451136.html;???;????;???;???;???;???;18;3;9;0;0;1.174;1
S17437204;Ningbo Muguxi Electric CO., LTD;???????????;152683595067;2025????????????????;1;D1D111;Home Appliances;??????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Hair Trimmer|Hair Care|Electric Shavers|Pet Moisturizer;Electronics & Appliances|Homelife|Pet;Beauty Appliances|Personal Care & Household Cleaning|Pet Supplies & Pet;Personal Care & Beauty Appliances|Hair Care & Styling|Pet Cleaning And Care;https://www.tradechina.com/supplier/Ningbo-Muguxi-Electric-CO-LTD_152662762644.html;???;????;???;???;???;??;15;3;5;0;0;516;1
S17452084;Ningbo Shuen pet products Co.,LTD;????????????;152683595067;2025????????????????;1;B2G103;;????;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Auxiliary Training Tools|Pet Bite Resistant Elastic Ball|Pet Traction Belt|Pet Moisturizer|Pet Foster Cage|Pet Bowl|Pet Toilet And Accessories;Pet;Pet Supplies & Pet;Pet Training Supplies And Hygiene Products|Pet Toys|Pet Collar/Leash|Pet Cleaning And Care|Pet Cages|Pet Tableware;https://www.tradechina.com/supplier/Ningbo-Shuen-pet-products-Co-LTD_152663080194.html;??;????;???;???;???;???;18;2;3;0;0;107;0
S17501764;Dongguan Sunvol Information Technology Co., LTD.;?????????????;152683595067;2025????????????????;2;C1A105;;??????;Education;2025-11-26 00:00:00;2025-11-29 00:00:00;???;All-in-One Printers|Smart Interactive Displays & Accessories|Electronic Signs|Conference System|Video Conferencing Equipment|Touch Screen Monitors|Open Frame Touch All In One|Advertising Boards|Desktops;Homelife|Pro AV & Light & Music|Furniture & Decoration|Electronics & Appliances;School & Office Supplies|Multimedia Equipment|Commercial Equipment|Computers;Commercial Office Supplies|TVs & Accessories|Advertising Display Equipment|Video Games & Accessories|Computer Hardware & Software;https://www.tradechina.com/supplier/Dongguan-Sunvol-Information-Technology-Co-LTD_152665131465.html;???;??????;???;???;???;??;106;14;30;0;0;1.516;1
S17551204;HUIZHOU LIANYING IMPORT AND EXPORT TRADE CO.,LTD;??????????????;152683595067;2025????????????????;1;A2G112;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Shirt Fabric|Garment Nylon Fabric|Waterproof Fabric|Garment Tencel Fabric|Camping & Hiking Wear|Garment Fabric|?100% Cotton Yarn?|Garment Grey Fabric|Garment Knitted Fabrics|Jewelry;Textiles & Garments;Fabric & Textile Raw Material|Apparel & Accessories;Fabric|Sportswear|Yarn|Accessories;https://www.tradechina.com/supplier/HUIZHOU-LIANYING-IMPORT-AND-EXPORT-TRADE-CO-LTD_152668570050.html;???;????;???;???;???;???;106;8;23;0;0;1.614;2
S17566132;Guangdong KAITAILONG Furniture Co.,Ltd.;???????????;152683595067;2025????????????????;1;C1C103;;?/??;Education;2025-11-26 00:00:00;2025-11-29 00:00:00;???;School Chairs|School Desks|Conference Chairs;Furniture & Decoration;Commercial Equipment;Commercial Furniture;https://www.tradechina.com/supplier/Guangdong-KAITAILONG-Furniture-Co-Ltd_152669488731.html;???;??????;???;???;???;??;19;2;5;0;0;582;0
S17787844;LINHAI GREENWOOD LIGHTING CO.,LTD.;???????????;152683595067;2025????????????????;1;B3J110;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Other Christmas Decorations|Easter Holiday Supplies|Event & Party Supplies|Islam Supplies|Halloween Holiday Supplies|Christmas Holiday Supplies;Homelife;Home & Garden|Gifts & Crafts;Festive & Party Supplies|Festive Gifts;https://www.tradechina.com/supplier/LINHAI-GREENWOOD-LIGHTING-CO-LTD_152683619495.html;???;????;???;???;???;???;14;0;6;0;0;1.785;3
S17862244;Wenzhou Fly Craft Product Co., Ltd;???????????;152683595067;2025????????????????;1;D1A21;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???; Men's T-Shirts|Men's Hoodies & Sweatshirts|Women's Hoodies & Sweatshirts| Women's T-Shirts;Textiles & Garments;Apparel & Accessories;Men's Clothing|Women's Clothing;https://www.tradechina.com/supplier/Wenzhou-Fly-Craft-Product-Co-Ltd_152692060439.html;???;????;???;???;???;???;111;5;15;0;0;849;0
S17907124;Ji?an mizhilan Cosmetics Co.,Ltd;????????????;152683595067;2025????????????????;1;A2C210,A2C211;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Eyelash Tweezers|Eyelash Glue|Mascara Brushes|Full Strip Eyelashes|Eyelash Curler|Mascara;Homelife;Beauty;Eyelash Beauty & Tools|Makeup & Tools;https://www.tradechina.com/supplier/Ji-an-mizhilan-Cosmetics-Co-Ltd_152694998994.html;??;????;???;???;???;??;6;0;2;0;0;404;1
S17907124;Ji?an mizhilan Cosmetics Co.,Ltd;????????????;152683595067;2025????????????????;1;A2C210,A2C211;Homelife;??/????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Eyelash Tweezers|Eyelash Glue|Mascara Brushes|Full Strip Eyelashes|Eyelash Curler|Mascara;Homelife;Beauty;Eyelash Beauty & Tools|Makeup & Tools;https://www.tradechina.com/supplier/Ji-an-mizhilan-Cosmetics-Co-Ltd_152694998994.html;??;????;???;???;???;??;6;0;2;0;0;404;1
S17948416;Shenzhen Color Commercial Display Technology Co.,LTD;????????????;152683595067;2025????????????????;2;D2D108;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Touch Screen Monitors|Intelligent Meeting|TV Mounts & Carts|Smart Class Card|Digital Multimedia|Smart Interactive Displays & Accessories|Smart Blackboard|Video Splitters & Converters;Pro AV & Light & Music|Education;Multimedia Equipment|Information Technology Equipment;TVs & Accessories|Intelligent Meeting|Smart Class Card|Digital Multimedia|Smart Blackboard;https://www.tradechina.com/supplier/Shenzhen-Color-Commercial-Display-Technology-Co-LTD_152696100876.html;???;????;???;???;???;??;125;14;31;0;0;564;0
S18028084;Dongguan Haojia Building Decoration Materials Co., Ltd.;???????????????;152683595067;2025????????????????;2;B3D208;Building Materials;??? pvc??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Composite Materials|Multifunctional Materials|High-Performance Polymer Materials|Building Insulation Materials|Advanced Metal Materials|Functional Ceramic Materials;Building Materials;Construction & Real Estate;New Materials|Building Material Accessories;https://www.tradechina.com/supplier/Dongguan-Haojia-Building-Decoration-Materials-Co-Ltd_152698907563.html;???;????;???;???;????;??;73;12;15;0;0;1.419;3
S18039376;ZHONGSHAN QIMEI LIGHTING APPLIANCE CO., LTD;?????????????;152683595067;2025????????????????;1;B2J206;;LDE?????????;Retail;2025-11-26 00:00:00;2025-11-29 00:00:00;???;LED Ceiling Lights|Commercial Track Light|Commercial Panel Light|Canopy Light|Chandeliers & Pendant Lights|LED High Bay Light|LED Linear High Bay Light|Downlights|Commercial Down Light|Fresh Lights;Furniture & Decoration|Pro AV & Light & Music;Lights & Lighting|Stage Lighting;Indoor Lighting|Basic Lighting Fixtures|Professional Lighting;https://www.tradechina.com/supplier/ZHONGSHAN-QIMEI-LIGHTING-APPLIANCE-CO-LTD_152699546647.html;???;????;???;???;???;??;44;5;14;0;0;541;1
S18083524;JIAXING KOW-LINK HOUSEWARE PRODUCTS CO.,LTD. ;????????????;152683595067;2025????????????????;0;A3F105,A3F108;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Cleaning Brushes|Telescopic Cleaning Tools|Waste Bins|hairbrush|Dusters|Brooms & Dustpans|Mops|Wiper|Buckets|Cleaning Cloths;Homelife;Home & Garden|Personal Care & Household Cleaning;Household Cleaning Tools & Accessories|Bath Supplies;https://www.tradechina.com/supplier/JIAXING-KOW-LINK-HOUSEWARE-PRODUCTS-CO-LTD_152702053308.html;???;????;???;???;???;???;29;2;9;0;0;1.852;3
S18083524;JIAXING KOW-LINK HOUSEWARE PRODUCTS CO.,LTD. ;????????????;152683595067;2025????????????????;2;A3F105,A3F108;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Cleaning Brushes|Telescopic Cleaning Tools|Waste Bins|hairbrush|Dusters|Brooms & Dustpans|Mops|Wiper|Buckets|Cleaning Cloths;Homelife;Home & Garden|Personal Care & Household Cleaning;Household Cleaning Tools & Accessories|Bath Supplies;https://www.tradechina.com/supplier/JIAXING-KOW-LINK-HOUSEWARE-PRODUCTS-CO-LTD_152702053308.html;???;????;???;???;???;???;29;2;9;0;0;1.852;3
S18083524;JIAXING KOW-LINK HOUSEWARE PRODUCTS CO.,LTD. ;????????????;152683595067;2025????????????????;2;A3F105,A3F108;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Cleaning Brushes|Telescopic Cleaning Tools|Waste Bins|hairbrush|Dusters|Brooms & Dustpans|Mops|Wiper|Buckets|Cleaning Cloths;Homelife;Home & Garden|Personal Care & Household Cleaning;Household Cleaning Tools & Accessories|Bath Supplies;https://www.tradechina.com/supplier/JIAXING-KOW-LINK-HOUSEWARE-PRODUCTS-CO-LTD_152702053308.html;???;????;???;???;???;???;29;2;9;0;0;1.852;3
S18083524;JIAXING KOW-LINK HOUSEWARE PRODUCTS CO.,LTD. ;????????????;152683595067;2025????????????????;0;A3F105,A3F108;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Cleaning Brushes|Telescopic Cleaning Tools|Waste Bins|hairbrush|Dusters|Brooms & Dustpans|Mops|Wiper|Buckets|Cleaning Cloths;Homelife;Home & Garden|Personal Care & Household Cleaning;Household Cleaning Tools & Accessories|Bath Supplies;https://www.tradechina.com/supplier/JIAXING-KOW-LINK-HOUSEWARE-PRODUCTS-CO-LTD_152702053308.html;???;????;???;???;???;???;29;2;9;0;0;1.852;3
S18229444;Hangzhou Unipower Technology Co., Ltd.;???????????;152683595067;2025????????????????;1;B3A010;Building Materials;PVC?;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Other Plastic Products|Tool Boxes|Plastic Sheets;Building Materials;Rubber & Plastics|Building Hardware & Tools;Plastic Products|Tool Storage;https://www.tradechina.com/supplier/Hangzhou-Unipower-Technology-Co-Ltd_152713783283.html;???;????;???;???;???;??;14;0;8;0;0;208;1
S18243652;Foshan Future Stone Co., Ltd.;????????????;152683595067;2025????????????????;2;B3G104;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Bathroom Sinks|Marble|Slabstone|Granite|Coffee Tables|Other Stone Carvings & Sculptures|Dining Tables|Other Natural Stone|Countertops,Vanity Tops & Table Tops|Side Table|Stone Garden Products;Building Materials|Furniture & Decoration;Construction & Real Estate|Furniture;Bathroom & Kitchen|Stone|Home Furniture;https://www.tradechina.com/supplier/Foshan-Future-Stone-Co-Ltd_152714787733.html;???;????;???;???;???;???;98;9;17;0;0;2.320;6
S18314164;Taizhou Changbao International Trade Co.?Ltd.;?????????????;152683595067;2025????????????????;1;A1F203;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Water Cup Tableware;Baby Children & Maternity;Toys & Education;Baby Supplies & Products;https://www.tradechina.com/supplier/Taizhou-Changbao-International-Trade-Co-Ltd_152725645245.html;??;????;???;???;???;???;2;0;0;0;0;474;1
S18460324;Zhongshan Hongtu Intelligent Technology Co., Ltd;????????????;152683595067;2025????????????????;1;B3I212;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Locks|Smart Locks;Furniture & Decoration;Security;Locks & Keys;https://www.tradechina.com/supplier/Zhongshan-Hongtu-Intelligent-Technology-Co-Ltd_152773120881.html;???;????;???;???;???;??;15;1;1;0;0;146;0
S18468736;Dongyang XXY Commodity & Tech Co., Ltd;??????????????;152683595067;2025????????????????;1;A2B103;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Home Supplies Projects|Home Supplies Products Processing|Traction Pad;Homelife;Home & Garden|Sports & Entertainment;Home Storage & Organization|Water Sports;https://www.tradechina.com/supplier/Dongyang-XXY-Commodity-Tech-Co-Ltd_152776852131.html;???;????;???;???;???;??;193;21;41;0;0;1.868;2
S18515524;Dongguan KE-YAN BIO-CHEMICAL Co., Ltd. ;????????????;152683595067;2025????????????????;1;A2C214;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Anti-Wrinkle Firming Skincare|Other Skin Care Products|Pimple Patches|Skin Care Serum|Face Care|Foot Skin Care|Face Cream & Lotion|Facial Cleanser;Homelife;Beauty|Personal Care & Household Cleaning;Skin Care & Tools?facial?|Hands & Feet Care;https://www.tradechina.com/supplier/Dongguan-KE-YAN-BIO-CHEMICAL-Co-Ltd_152786424990.html;???;????;???;???;???;???;91;11;21;0;0;640;2
S18525376;suzhou jintiancheng precision technology co. ltd.;?????????????;152683595067;2025????????????????;1;A1C103;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Desk & Table Clocks|Other Clocks|Wall Clocks|Specialty Clocks;Homelife;Home & Garden;Home Decor;https://www.tradechina.com/supplier/suzhou-jintiancheng-precision-technology-co-ltd_152788144725.html;???;????;???;???;???;??;4;0;0;0;0;1.630;2
S18582496;Dongguan Yuxin Hardware Products Co., Ltd  ;?????????????;152683595067;2025????????????????;1;C3L112;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Drawer Slides|Furniture  Hinge|Furniture Handles & Knobs;Furniture & Decoration;Furniture;Furniture Hardware;https://www.tradechina.com/supplier/Dongguan-Yuxin-Hardware-Products-Co-Ltd_152809298887.html;???;????;???;???;????;??;42;2;16;0;0;995;3
S18633844;Suzhou guangcai metal products Co.,ltd;????????????;152683595067;2025????????????????;1;C1C203;;??????;Education;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Dorm Bed;Furniture & Decoration;Commercial Equipment;Commercial Furniture;https://www.tradechina.com/supplier/Suzhou-guangcai-metal-products-Co-ltd_152825896211.html;???;??????;???;???;???;??;10;1;3;0;0;582;0
S18648004;FOSHAN STAR TECHNOLOGY CO.,LTD;??????????????;152683595067;2025????????????????;2;B3G210;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Glass Machinery Parts|Decorative Glass|Insulated Glass|Laminated Glass|Laser Engraving Machines;Industrial Machinery|Building Materials;Construction & Building Machinery|Construction & Real Estate|Commercial Equipment & Machinery;Building Material Machinery|Building & Industrial Glass|Laser Equipment;https://www.tradechina.com/supplier/FOSHAN-STAR-TECHNOLOGY-CO-LTD_152829937370.html;??;????;???;???;???;??;40;11;12;0;0;1.937;5
S18718084;ZHONGSHAN ZHUOYI STATIONERY CO., LTD;???????????;152683595067;2025????????????????;1;A3A114;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Erasers|Pencil Cases|Colored Pencils|Paper Scissors|Pencil Sharpeners|Length|Pencil Bags|Standard Pencils|Writing Aid Grips;Homelife;School & Office Supplies;Correction Supplies|Pencil Cases & Bags|Pencils|Office Cutting Supplies|Writing Accessories|Drafting Supplies;https://www.tradechina.com/supplier/ZHONGSHAN-ZHUOYI-STATIONERY-CO-LTD_152876556151.html;???;????;???;???;???;??;8;1;3;0;0;246;0
S18721468;QINGDAO YUNDA FOODS CO., LTD. ;??????????;152683595067;2025????????????????;1;A3B113;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Dried Chili|Mixed Spices & Seasonings|Single Spices & Herbs;Food;Food & Beverage;Seasonings & Condiments;https://www.tradechina.com/supplier/QINGDAO-YUNDA-FOODS-CO-LTD_152881868175.html;???;????;???;???;???;??;44;4;12;0;0;779;0
S18739228;Dongguan Jinzhiyuan Technology Co., Ltd.;????????????;152683595067;2025????????????????;1;D1H210;3C;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Laser Engraving Machines|Inkjet printers|Printing Inkjet Printer;Industrial Machinery;Commercial Equipment & Machinery|Printing Equipment & Consumables;Laser Equipment|Printing Equipment|Post-press & Packaging Processing Equipment;https://www.tradechina.com/supplier/Dongguan-Jinzhiyuan-Technology-Co-Ltd_152891874485.html;???;????;???;???;???;??;23;4;7;0;0;632;4
S18744004;Dolomiti (Foshan) Equipment Co., Ltd;??????????????;152683595067;2025????????????????;2;C3L110;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Bathroom Steam Generator|Sauna Heater;Building Materials;Construction & Real Estate;Bathroom & Kitchen;https://www.tradechina.com/supplier/Dolomiti-Foshan-Equipment-Co-Ltd_152892499237.html;???;????;???;???;???;??;8;1;6;0;0;1.419;3
S18775924;FoShan ShunDe DINGLI Electric Co., Ltd;??????????????;152683595067;2025????????????????;1;B3F110;Building Materials;????????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Power Supplies|Elevator Rescue Device|Battery Energy Storage System|Inverter Power Supply|Dc Power Supply|Elevator Parts;New Energy|Building Materials;Electrical Equipment & Supplies|Construction & Real Estate|Renewable Energy;Electrical Equipment Power Supplies|Elevators & Escalators|Energy Storage System;https://www.tradechina.com/supplier/FoShan-ShunDe-DINGLI-Electric-Co-Ltd_152919322333.html;???;????;???;???;???;??;36;4;15;0;0;1.803;5
S18810004;FOSHAN RICH DAY PACKING CO., LTD;???????????;152683595067;2025????????????????;1;C2G126;;??/??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Embroidery Patch|Ribbons|Plastic Bags|Heat Transfer|Paper Boxes|Webbing|Garment Tags|Packaging Material Supply|Cardboard Packaging Materials|Cosmetic Packaging Printing Materials|Ribbed Weaving|Garment Labels|Paper Bags;Textiles & Garments|Homelife|Industrial Machinery;Apparel & Accessories|Packaging Supplies|Packaging Machinery, Materials & Products;Garment & Processing Accessories|Plastic Packaging|Paper Packaging|Packaging Materials & Products;https://www.tradechina.com/supplier/FOSHAN-RICH-DAY-PACKING-CO-LTD_152930013089.html;???;????;???;???;???;??;77;11;25;0;0;1.552;2
